ID,Motif,Banji,Buketan,Ceplok,Encim,Kawung,LungLungan,Madura,MegaMendung,ParangRusak,Parang,SekarJagad,Truntum,Kipas,Semen,Fauna
BTK0230,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0231,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0232,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0233,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0234,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0235,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0236,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0237,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0238,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0239,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0240,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0241,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0242,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0243,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0244,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0245,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0246,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0247,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0248,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0249,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0250,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0251,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0252,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0253,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0254,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0255,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0256,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0257,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0258,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0259,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0260,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0261,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0262,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0263,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0264,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0265,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0266,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0267,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0268,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0269,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0270,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0271,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0272,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0273,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0274,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0275,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0276,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0277,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0278,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0279,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0280,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0281,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0282,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0283,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0284,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0285,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0286,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0287,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0288,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0289,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0290,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0291,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0292,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0293,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0294,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0295,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0296,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0297,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0298,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0299,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0300,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0301,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0302,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0303,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0304,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0305,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0306,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0307,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0308,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0309,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0310,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0311,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0312,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0313,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0314,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0315,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0316,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0317,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0318,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0319,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0320,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0321,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0322,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0323,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0324,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0325,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
